Identifier,,Progress,,,,,,,,,Deal Info,,,,,,,,,Sources,,,,,,,,,,FDI MARKETS DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal ID,Present in '22?,Reviewer,Review Date,Review Status,Analyst,Analyst (after 10/15/2025),Checked Date,Confidence Status,Duplicate Pair ID (Original),Comments (changes made),Deal Status,Amount - Announced (Million USD),Amount - Completed (Million USD),Estimated (Y),CN Deal Stake (%),Date [MM/DD/YYYY] - Announced,Date [MM/DD/YYYY] - Completed,BU Sector,BU Sub-sector,Source (Deal Status),Source (Amount - Announced),Source (Amount - Completed),Source (Deal Stake %),Source (Date [MM/DD/YYYY] - Announced),Source (Date [MM/DD/YYYY] - Completed),Source (BU Sector),Other/General Sources,Subregion,Year (Announced),Project date,FDI Project ID,Investing company,Parent company,Parent company ID,Source country,Source state,Source city,Region,Destination,Relocation from,Industry sector,Sub-sector,Cluster,Industry activity,Jobs created,Estimated,Capital Investment (US$m),Estimated,Project type,Project status,Motive description,Markets served,Joint venture companies,Source,Contact name (1),Position (1),Email (1),Telephone (1),Contact name (2),Position (2),Email (2),Telephone (2),Contact name (3),Position (3),Email (3),Telephone (3)
2385,,,,,,,,,,Changed to Kyrgyz Republic,,,,,,,,,,,,,,,,,,Central Asia,,4/1/2003,,Dacheng,Dacheng,,China,Not Specified,Not Specified,Asia,Kyrgyz Republic,,,Food & Tobacco,Animal slaughtering & processing,"Food, Beverages & Tobacco",Manufacturing,40,Yes,10,No,Expansion,,,,,,,,,,,,,,,,
2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,4/1/2003,,China Petroleum and Chemical (Sinopec),China Petroleum and Chemical (Sinopec),,China,Beijing Municipality,Beijing,Asia,Yemen,,,"Coal, Oil and Natural Gas",Oil & gas extraction,Energy,Extraction,4,Yes,10,No,New,,,,,,,,,,,,,,,,
2387,,,,,Alif,,03/27/2025,Duplicate,1967,,,,,,,,,,,,,,,,,,,Southeast Asia,,6/1/2016,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Thailand,,Communications,Other telecommunications,ICT & Electronics,"Design, Development & Testing",80,No,9.9,No,New,,,,,,David Sun,"President, Huawei Southeast Asia",,,,,,,,,,
2388,,,,,Pocut,,03/08/2025,High,,"Elkem has decided to build an electrode paste plant in Sarawak, Malaysia. The first phase involved an investment of $160,000 and is scheduled to finish construction in the third quarter of 2014. The Sarawak plant in Malaysia started production in 2016 to meet demand from metal producing industries in Sarawak.",Completed,160,,No,,12/26/2013,,Industry & Trade/Ser,Manufacturing,http://bluestar.chemchina.com/lanxingen/s/28103-76441-270811.html,http://bluestar.chemchina.com/lanxingen/s/28103-76441-270811.html,,,http://bluestar.chemchina.com/lanxingen/s/28103-76441-270811.html,https://intherightvein.com/wp-content/uploads/2018/05/Elkem-Initiation-2018.pdf pg.98,,,Southeast Asia,2013,12/1/2013,,Elkem,China National Chemical (ChemChina),,China,Beijing Municipality,Beijing,Asia,Malaysia,,,Chemicals,"Paints, coatings, additives & adhesives",ICT & Electronics,Manufacturing,22,Yes,9.9,No,New,,,,,,Asbjorn Sovik,"Director, Elkem Carbon",,,,,,,,,
2389,,,,,Pocut,,03/08/2025,Duplicate,2388,,,,,,,,,,,,,,,,,,,Southeast Asia,,12/1/2013,,Elkem,China National Chemical (ChemChina),,China,Beijing Municipality,Beijing,Asia,Malaysia,,,Chemicals,"Paints, coatings, additives & adhesives",ICT & Electronics,Manufacturing,22,Yes,9.9,No,New,,,,,,Asbjorn Sovik,"Director, Elkem Carbon",,,,,,,,,
2390,,,,,Pocut,,06/03/2025,Medium,,"In January 2013, Shagang Group launched a new international headquarters in Singapore to support overseas market expansion, although the investment amount was not disclosed.",Completed,,,,,,01/11/2013,Industry & Trade/Ser,Material Production and Processing,https://www.chinadaily.com.cn/business/2013-01/11/content_16106575.htm,,,,,https://www.chinadaily.com.cn/business/2013-01/11/content_16106575.htm,,,Southeast Asia,,1/1/2013,,Jiangsu Shagang Group,Jiangsu Shagang Group,,China,Jiangsu,Zhangjiagang,Asia,Singapore,,Metals,Steel products,Industrial,Headquarters,37,Yes,9.8,Yes,New,,"""The new headquarters in Singapore an international financial centre and leading commodities trading center will allow Shagang to get close to the international market and access the latest information"" said an executive of the company.",,,,Gong Sheng,President,,,,,,,,,,
2391,,,,,Alif,,03/27/2025,Duplicate,1238,,,,,,,,,,,,,,,,,,,Southeast Asia,,6/1/2018,,BEST Inc,BEST Inc,,China,Zhejiang,Hangzhou,Asia,Thailand,,Transportation & Warehousing,Warehousing & storage,Transportation & Warehousing,"Logistics, Distribution & Transportation",252,Yes,9.7,Yes,New,Opened,,South-east Asia,,https://medium.com/@yicaichina/best-inc-expands-cross-border-operations-with-international-parcel-service-in-the-u-s-262aed7bfc26,Richard Zhou,Senior Vice President,,,,,,,,,,
2392,,TR,,ok,Zaky,,05/04/2025,Unknown,,The available information is inadequate. Efforts to search for information through online articles and reports have already been made. ,,,,,,,,,,,,,,,,,,East Asia,,12/1/2017,,Wilson Associates,East China Construction Group,,China,Shanghai Municipality,Shanghai,Asia,Japan,,,Business Services,Specialised design services,Creative Industries,Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2393,,,,,Alif,,03/08/2025,Irrelevant,,"Opened a new office in Jakarta to capitalize on the expanding Indonesian market (help local and international brands tailor their marketing, focus on merging retail and digital). This activity/action is not identified as a greenfield investment",Announced,,,,,07/03/2017,,Industry & Trade/Ser,Business Services,https://www.brandinginasia.com/creative-capital-indonesia-office/?utm_source=chatgpt.com,,,,https://www.brandinginasia.com/creative-capital-indonesia-office/?utm_source=chatgpt.com,,https://www.brandinginasia.com/creative-capital-indonesia-office/?utm_source=chatgpt.com,,Southeast Asia,2017,7/1/2017,,Creative Capital,Creative Capital,,China,Shanghai Municipality,Shanghai,Asia,Indonesia,,,Business Services,"Advertising, PR, & related",Creative Industries,Business Services,15,Yes,9.7,Yes,New,,"""Merging retail and digital under one consistent storytelling platform is now the priority for retailers in Indonesia. China has been very innovative on the O2O and we want to be the guys who bridge these two markets via storytelling,"" said Agustinus Michel, managing partner.",,,,Louis Houdart,Chief Executive Officer,,,Agustinus Michel,Graphic Designer,,,,,
2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,9/1/2016,,Xinjiang Beiken Energy Engineering Stock,Xinjiang Beiken Energy Engineering Stock,,China,Xinjiang,Karamay,Asia,Azerbaijan,,Business Services,"Architectural, engineering, & related services",Energy,Business Services,39,Yes,9.7,Yes,New,,,,,,Gao Yang,Representative (Azerbaijan),,,,,,,,,,
2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,5/1/2016,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Jordan,,Communications,Other telecommunications,ICT & Electronics,Technical Support Centre,151,Yes,9.7,Yes,New,,,,,,Andy Wu,"General Manager, Huawei (Jordan)",,,,,,,,,,
2396,,,,,Alif,,03/08/2025,High,,"Built the tayan bridge in West Kalimantan to accelerate the mobility of personnel and materials and reduce logistics costs (implementation of the “Belt and Road” Initiative). (1 USD = 13,876.52 IDR)",Completed,,65.41,Yes,,10/08/2012,03/22/2016,Transportation,Rural and Inter-Urban Roads,https://www.crbc.com/site/crbcEN/78313/index.html?id=570e2bf6-b830-4fd4-80d9-1c51e2336193,,https://finance.detik.com/berita-ekonomi-bisnis/d-2025955/kontraktor-china-bangun-jembatan-tayan-kalbar-rp-740-miliar,,https://www.crbc.com/site/crbcEN/78313/index.html?id=570e2bf6-b830-4fd4-80d9-1c51e2336193,https://pu.go.id/berita/diresmikan-presiden-jokowi-jembatan-kapuas-tayan-menjadi-jembatan-pak-kasih,https://www.crbc.com/site/crbcEN/78313/index.html?id=570e2bf6-b830-4fd4-80d9-1c51e2336193,,Southeast Asia,2012,3/1/2016,,China Road And Bridge Corporation (CRBC),China Communications Construction Company,,China,Beijing Municipality,Beijing,Asia,Indonesia,,,Business Services,Heavy & civil engineering,Construction,Business Services,15,Yes,9.7,Yes,New,,,,,,Wang Xiao Chen,"Project Manager, China Road and Bridge Corporation",,,,,,,,,
2397,,TR,,ok,Zaky,,03/09/2025,Low,,Just information about the opening of Sino Great Wall branch in Sri Lanka,Completed,,,,,,01/23/2016,Industry & Trade/Ser,Business Services,,,,,,https://www.ft.lk/Business/sino-great-wall-international-engineering-company-opens-sri-lanka-branch-office-in-colombo/34-520703,https://www.ft.lk/Business/sino-great-wall-international-engineering-company-opens-sri-lanka-branch-office-in-colombo/34-520703,,South Asia,,1/1/2016,,Sino Great Wall International Engineering,Sino Great Wall International Engineering,,China,Beijing Municipality,Beijing,Asia,Sri Lanka,,,Business Services,"Architectural, engineering, & related services",Professional Services,Business Services,39,Yes,9.7,Yes,New,,,,,,Han Ru Xue,Director,,,,,,,,,
2398,,,,,Zaky,,06/23/2025,Unknown,,"Changed to Korea, Rep
No information regarding its activities in SK",,,,,,,,,,,,,,,,,,East Asia,,8/1/2015,,TechCode,TechCode,,China,Beijing Municipality,Beijing,Asia,"Korea, Rep.",,,Business Services,Other support services,Professional Services,Business Services,39,Yes,9.7,Yes,New,,,,,,Huang Haiyan,Chief Executive Officer,,,,,,,,,
2399,,,,,Pocut,,03/08/2025,Unknown,,"Insufficient Information. No information come up upon searching with keywords such as ""Grok Education"", ""Malaysia"", ""2015"". There was no link source provided in original data.",Unknown,,,,,,,Education,Tertiary Education,,,,,,,,,Southeast Asia,,6/1/2015,,Grok Education Services,Grok Education Services,,China,Beijing Municipality,Beijing,Asia,Malaysia,,,Business Services,Educational support services,Creative Industries,Business Services,25,Yes,9.7,Yes,New,,,,,,Kim Morrison,Chief Executive Officer,,,,,,,,,
2400,,TR,,ok,Zaky,,03/02/2025,Low,,"The information is very limited, just the investment plan /announcement (no progress information)",Unknown,10000,,No,,03/11/2015,,Energy,Renewable Energy Hydro,,https://www.nation.com.pk/11-Mar-2015/china-three-gorges-corp-plans-to-invest-10b-in-pakistan?form=MG0AV3,,,https://www.nation.com.pk/11-Mar-2015/china-three-gorges-corp-plans-to-invest-10b-in-pakistan?form=MG0AV3,,https://www.nation.com.pk/11-Mar-2015/china-three-gorges-corp-plans-to-invest-10b-in-pakistan?form=MG0AV3,,South Asia,2015,3/1/2015,,King Long United Auto Moto Industry,China Three Gorges Corporation,,China,Beijing Municipality,Beijing,Asia,Pakistan,,,Business Services,"Architectural, engineering, & related services",Industrial,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2401,,,,,Alif,,03/15/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,2/1/2015,,China Certification & Inspection (CCIC),China Certification & Inspection (CCIC),,China,Beijing Municipality,Beijing,Asia,Myanmar,,,Business Services,"Professional, scientific & technical services","Food, Beverages & Tobacco",Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2402,,,,,Alif,,03/15/2025,Duplicate,2401,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,,,,,,,,,,,,,,,,,,Southeast Asia,,2/1/2015,,China Certification & Inspection (CCIC),China Certification & Inspection (CCIC),,China,Beijing Municipality,Beijing,Asia,Myanmar,,,Business Services,"Professional, scientific & technical services","Food, Beverages & Tobacco",Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2403,,,,,Alif,,03/15/2025,Duplicate,2401,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,,,,,,,,,,,,,,,,,,Southeast Asia,,2/1/2015,,China Certification & Inspection (CCIC),China Certification & Inspection (CCIC),,China,Beijing Municipality,Beijing,Asia,Myanmar,,,Business Services,"Professional, scientific & technical services","Food, Beverages & Tobacco",Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2404,,,,,Naufal,,06/06/2025,Unknown,,Changed to Lao People's Democratic Republic; Insufficient information. No particular information of a project in the specific period can be found or defined,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,12/1/2014,,Schmitt & Orlov,Schmitt & Orlov,,China,Beijing Municipality,Beijing,Asia,Lao People's Democratic Republic,,,Business Services,Legal services,Professional Services,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2405,,,,,Alif,,03/15/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,12/1/2014,,Schmitt & Orlov,Schmitt & Orlov,,China,Beijing Municipality,Beijing,Asia,Myanmar,,,Business Services,Legal services,Professional Services,Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2406,,,,,Zaky,,06/26/2025,Unknown,,There is no information about the company present in Japan,,,,,,,,,,,,,,,,,,East Asia,,11/1/2014,,Honpe Technology (Shenzhen),TCL,,China,Guangdong,Huizhou,Asia,Japan,,Business Services,"Professional, scientific & technical services",Industrial,Business Services,11,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,,
2407,,,,,Alif,,03/08/2025,Irrelevant,,"Squline is an educational platform that matches students with language teachers, rather than investing in physical projects. This activity/action is not identified as a greenfield investment",Unknown,,,,,,,,,,,,,,,,https://id.techinasia.com/squline-kursus-bahasa-indonesia,Southeast Asia,,12/1/2013,,SquLine.com,SquLine.com,,China,Beijing Municipality,Beijing,Asia,Indonesia,,,Business Services,"Schools, colleges, universities, & professional schools",Creative Industries,Business Services,13,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2408,,,,,Pocut,,06/03/2025,Medium,,"In September 2013, Asia Market Development (AMD) commenced operations by launching new corporate offices in Singapore, Shanghai, and Hong Kong, although the investment amount was not disclosed.",Completed,,,,,,09/01/2013,Industry & Trade/Ser,Business Services,https://www.linkedin.com/company/asia-market-development/,,,,,https://www.linkedin.com/company/asia-market-development/,,,Southeast Asia,,12/1/2013,,Asia Market Development (AMD),Asia Market Development (AMD),,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,Business Services,"Professional, scientific & technical services",Creative Industries,Business Services,8,Yes,9.7,Yes,New,,,,,,Jeff Stewart,Co-Founder,,,,,,,,,
2409,,TR,,ok,Zaky,,03/14/2025,Low,,"Open new law firm offices in Mongolia, not sure about the sector. Information also limited that just mention about the opening date of the china law firm",Completed,,,,,,11/01/2013,,,https://www.globallegalpost.com/news/dacheng-opens-9th-office-outside-china-74271461,,,,,https://www.globallegalpost.com/news/dacheng-opens-9th-office-outside-china-74271461,,,East Asia,,11/1/2013,,Dacheng (Dacheng Law Offices),Dacheng (Dacheng Law Offices),,China,Beijing Municipality,Beijing,Asia,Mongolia,,,Business Services,Legal services,Professional Services,Business Services,39,Yes,9.7,Yes,New,,,,,,Lu Hada,Senior Partner,,,,,,,,,
2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,4/1/2013,,China Petroleum Engineering & Construction Corporation,China National Petroleum (CNPC),,China,Beijing Municipality,Beijing,Asia,Tajikistan,,,Business Services,Heavy & civil engineering,Energy,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2411,,,,,Pocut,,06/03/2025,Medium,,"In 2012, Rongsheng commenced an investment by establishing Rongsheng Offshore & Marine in Singapore, although the investment amount was not disclosed.",Completed,,,,,,01/01/2012,Industry & Trade/Ser,Manufacturing,https://www1.hkexnews.hk/listedco/listconews/sehk/2013/0422/ltn20130422351.pdf,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2013/0422/ltn20130422351.pdf,,,Southeast Asia,,10/1/2012,,China Rongsheng Heavy Industries Group,China Rongsheng Heavy Industries Group,,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,Business Services,Heavy & civil engineering,Energy,Business Services,8,Yes,9.7,Yes,New,,"The company will focus on R&D, marketing and engineering, procurement and construction projects in offshore engineering, drawing on Singapore's superior industry advances and human resources.",,,,Chen Qiang,Chief Executive Officer,,,,,,,,,
2412,,,,,Pocut,,06/03/2025,Unknown,,"Insufficient information. There is no information while searching using keywrods such as ""Yingke"", ""Investment"", ""Singapore"", ""2012"". Yingke specializes in establishing and maintaining offshore companies in Hong Kong, the USA, Britain, Singapore and BVI. But no mentions on actual offices in Singapore.",Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,10/1/2012,,Lion King Offshore Global,JES International,,China,Jiangsu,Jingjiang,Asia,Singapore,,Business Services,Heavy & civil engineering,Industrial,Business Services,8,Yes,9.7,Yes,New,,,,,,Jin Xin,Chief Executive Officer,,,,,,,,,,
2413,,,,,Zaky,,06/26/2025,Unknown,,"No information related to the company appear in Google, including its activities in Japan",,,,,,,,,,,,,,,,,,East Asia,,2/1/2012,,Digital Jungle,Digital Jungle,,China,Beijing Municipality,Beijing,Asia,Japan,,,Business Services,"Advertising, PR, & related",Creative Industries,Business Services,10,Yes,9.7,Yes,New,,"""There is an increasing demand for cross-border, multi-language digital marketing in Japan,"" said Mathew McDougall, chief executive officer.",,,,Mathew McDougall,Chief Executive Officer,,,,,,,,,
2414,,,,,Pocut,,06/03/2025,Unknown,,"Insufficient information. There is no information while searching using keywrods such as ""Lion King Offshore Global"", ""Investment"", ""Singapore"", ""2012"". No link was provided on the original data source either.",Unknown,,,,,,,Industry & Trade/Ser,Business Services,,,,,,,,,Southeast Asia,,1/1/2012,,YingKe,YingKe,,China,Beijing Municipality,Beijing,Asia,Singapore,,,Business Services,Legal services,Professional Services,Business Services,8,Yes,9.7,Yes,New,,,,,,Attila Tiborcz,"Head (Budapest), Real Estate",,,,,,,,,
2415,,,,,Pocut,,06/03/2025,Medium,,"In Oct 2011, Dezan Shira & Associates completed the opening of its Singapore office on October 17, 2011, though the amount of investment was not disclosed.",Completed,,,,,,10/17/2011,Industry & Trade/Ser,Business Services,https://www.china-briefing.com/news/dezan-shira-opens-office-in-singapore/,,,,,https://www.china-briefing.com/news/dezan-shira-opens-office-in-singapore/,,,Southeast Asia,,10/1/2011,,Dezan Shira,Dezan Shira,,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,Business Services,Legal services,Professional Services,Business Services,8,Yes,9.7,Yes,New,,"""Singapore is the financial centre of the Asean region, and with its recent signing of an free trade agreement (FTA) between Asean and China, and the India FTA already in place, Singapore will gain much more traction as a business hub for pan-Asean businesses"", said Chris Devonshire-Ellis, the firm's founding partner.",,,,Chris Devonshire-Ellis,Senior Partner,,,,,,,,,
2416,,,,,Alif,,03/08/2025,Irrelevant,,Opening of a branch office. This activity/action is not identified as a greenfield investment,Completed,,,,,,,,,https://www.antaranews.com/berita/276254/kantor-baru-wison-engineering-di-jakarta-menandai-langkah-terbaru-di-pasar-luar-negeri,,,,,,,https://www.antaranews.com/berita/276254/kantor-baru-wison-engineering-di-jakarta-menandai-langkah-terbaru-di-pasar-luar-negeri,Southeast Asia,,9/1/2011,,Wison Engineering,Wison,,China,Shanghai Municipality,Shanghai,Asia,Indonesia,,,Business Services,Heavy & civil engineering,Physical Sciences,Business Services,13,Yes,9.7,Yes,New,,"""Indonesia is a strategic location from which to reach out to the whole of south-east Asia."" Wison Engineering's vice-president Cui Ying said: ""The set-up of an Indonesian office will bring Wison Engineering closer to its south-east Asian customers and will allow the company to build on its existing project management expertise in the fields of coal chemicals, refining and petrochemical engineering, providing a one-stop solution for Indonesia and the greater south-east Asia market.""",,,,Cui Ying,"Vice President, Wison Engineering",,,,,,,,,
2417,,,,,Pocut,,03/08/2025,Irrelevant,,"In 2011, Maybank and the Xinhua News Agency partnered to launch the ""Xinhua08 Malaysia webpage"" at the Invest Malaysia event, not an investment",,,,,,,,Industry & Trade/Ser,Hospitality and Tourism,,,,,,,,"https://www.maybank.com/en/news/2011/04/12-01.page#:~:text=Maybank%20and%20Xinhua%20News%20Agency%20today%20officially,Xinhua08%20Malaysia%20webpage%20at%20Invest%20Malaysia%202011.",Southeast Asia,,4/1/2011,,Xinhua News Agency,Xinhua News Agency,,China,Beijing Municipality,Beijing,Asia,Malaysia,,,Business Services,"Newspaper, periodical, book, & directory publishers",Creative Industries,Business Services,25,Yes,9.7,Yes,New,,,,,,Ju Mengjun,President (Asia-Pacific),,,,,,,,,
2418,,,,,Zaky,,07/02/2025,Medium,,"Yingke open new offices in Japan, the latest China Law firm to enter Japan market",Completed,,,,,,7/31/2024,Industry & Trade/Ser,Business Services,https://law.asia/yingke-law-firm-launces-tokyo-office/,,,,,https://law.asia/yingke-law-firm-launces-tokyo-office/,https://law.asia/yingke-law-firm-launces-tokyo-office/,,East Asia,,3/1/2011,,YingKe,YingKe,,China,Beijing Municipality,Beijing,Asia,Japan,,,Business Services,Legal services,Professional Services,Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2419,,,,,Zaky,,07/02/2025,Medium,,"Changed name to Taiwan, China
Open its branch offices in Taiwan. No information about the investment",Completed,,,,,,5/1/2010,Industry & Trade/Ser,Business Services,https://www.dachenglaw.com.tw/en/about/taiwan_dentons,,,,,https://www.dachenglaw.com.tw/en/about/taiwan_dentons,https://www.dachenglaw.com.tw/en/about/taiwan_dentons,,East Asia,,5/1/2010,,Dacheng (Dacheng Law Offices),Dacheng (Dacheng Law Offices),,China,Beijing Municipality,Beijing,Asia,"Taiwan, China",,,Business Services,Legal services,Professional Services,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2420,,,,,Naufal,,06/06/2025,Unknown,,Changed to Lao People's Democratic Republic; Insufficient information. No particular information of a project in the specific period can be found or defined,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,1/1/2010,,Xinhua News Agency,Xinhua News Agency,,China,Beijing Municipality,Beijing,Asia,Lao People's Democratic Republic,,,Business Services,"Newspaper, periodical, book, & directory publishers",Creative Industries,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2009,,Xinhua News Agency,Xinhua News Agency,,China,Beijing Municipality,Beijing,Asia,Kazakhstan,,,Business Services,"Newspaper, periodical, book, & directory publishers",Creative Industries,Business Services,6,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2422,,,,,,,,,,Changed to Kyrgyz Republic,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2009,,Xinhua News Agency,Xinhua News Agency,,China,Beijing Municipality,Beijing,Asia,Kyrgyz Republic,,,Business Services,"Newspaper, periodical, book, & directory publishers",Creative Industries,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,7/1/2009,,Xinhua News Agency,Xinhua News Agency,,China,Beijing Municipality,Beijing,Asia,Uzbekistan,,,Business Services,"Newspaper, periodical, book, & directory publishers",Creative Industries,Business Services,39,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2424,,,,,Pocut,,03/23/2025,High,,"China CAMC Engineering Co., Ltd. invested in the Agno River Integrated Irrigation Project in the Philippines as the EPC contractor under a $89.15 million China Eximbank-financed deal, with project implementation from February 2010 to June 2013.",Completed,133.9,133.9,No,,11/09/2009,06/20/2013,Industry & Trade/Ser,Manufacturing,https://china.aiddata.org/projects/38251/,https://china.aiddata.org/projects/38251/,https://china.aiddata.org/projects/38251/,,https://china.aiddata.org/projects/38251/,https://china.aiddata.org/projects/38251/,,,Southeast Asia,2009,4/1/2009,,China CAMC Engineering,China CAMC Engineering,,China,Beijing Municipality,Beijing,Asia,Philippines,,,Business Services,Heavy & civil engineering,Industrial,Business Services,53,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,12/1/2008,,Beijing Soluxe International Business,China National Petroleum (CNPC),,China,Beijing Municipality,Beijing,Asia,Azerbaijan,,,Business Services,Heavy & civil engineering,Professional Services,Business Services,39,Yes,9.7,Yes,New,,,,,,Gong Veilin,"Head, (Azerbaijan) Beijing Soluxe International Business",,,,,,,,,
2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,11/1/2008,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Bahrain,,Communications,Communications equipment,ICT & Electronics,Technical Support Centre,151,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,,
2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,11/1/2008,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Jordan,,Communications,Communications equipment,ICT & Electronics,Technical Support Centre,151,Yes,9.7,Yes,New,,,,,,Liu Peng,"Vice President (Middle East), Delivery & Services",,,,,,,,,,
2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,,11/1/2008,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Saudi Arabia,,Communications,Communications equipment,ICT & Electronics,Technical Support Centre,151,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,,
2429,,,,,Pocut,,06/03/2025,Low,,"Wison Engineering began expanding overseas in 2008 by establishing offices in countries including Singapore, though no exact investment date or amount was disclosed.",Completed,,,,,,01/01/2008,Industry & Trade/Ser,Manufacturing,https://www.hkexnews.hk/listedco/listconews/sehk/2012/1213/02236_1503430/e116.pdf,,,,,,,,Southeast Asia,,1/1/2008,,Wison Engineering,Wison,,China,Shanghai Municipality,Shanghai,Asia,Singapore,,,Business Services,Heavy & civil engineering,Physical Sciences,Business Services,8,Yes,9.7,Yes,New,,,,,,Cui Ying,"Vice President, Wison Engineering",,,,,,,,,
2430,,,,,Zaky,,06/27/2025,Low,,"Just information that the companies have branch in Japan, but there is no information like the started of the offices and the amount of investment. The company now is also merge with Ausralia firm, Mallesons Stephen Jaques in 2011 and change the name to King & Wood Mallesons",Completed,,,,,,,Industry & Trade/Ser,Business Services,https://www.kwm.com/jp/en/home.html,,,,,,,,East Asia,,12/1/2004,,King & Wood PRC,King & Wood PRC,,China,Beijing Municipality,Beijing,Asia,Japan,,,Business Services,Legal services,Professional Services,Business Services,10,Yes,9.7,Yes,New,,,,,,,,,,,,,,,,
2431,,,,,,,,,,"Changed name to Iran, Islamic Republic",,,,,,,,,,,,,,,,,,Middle East,,1/1/2016,,Chery Automobile,Chery Automobile,,China,Anhui,Wuhu,Asia,"Iran, Islamic Republic",,Real Estate,Industrial building construction,Transport Equipment,Manufacturing,129,Yes,9.6,Yes,New,,,,,,Yin Tongyao,President,,,,,,,,,,
2432,,,,,Zaky,,06/26/2025,Medium,,"BLCU open its first overseas campus in Tokyo, Japan. No information related the amount of investment",Completed,,,,,,2/25/2015,Education,Tertiary Education,https://www.scmp.com/news/china/article/1723081/beijing-language-university-set-tokyo-campus,,,,,https://www.scmp.com/news/china/article/1723081/beijing-language-university-set-tokyo-campus,https://www.scmp.com/news/china/article/1723081/beijing-language-university-set-tokyo-campus,,East Asia,,2/1/2015,,Beijing Language and Culture University,Beijing Language and Culture University,,China,Beijing Municipality,Beijing,Asia,Japan,,,Business Services,"Schools, colleges, universities, & professional schools",Creative Industries,Education & Training,49,Yes,9.6,Yes,New,,,,,,,,,,,,,,,,
2433,,TR,,ok,Zaky,,03/09/2025,Low,,"Just information they started operate in 2007, but no other publicly available information",Completed,,,,,,,,,,,,,,,,https://assignmentpoint.com/business-overview-of-goldtex-garments/#google_vignette,South Asia,,10/1/2007,,Goldtex Garments,Goldtex Garments,,China,Not Specified,Not Specified,Asia,Bangladesh,,,Textiles,Clothing & clothing accessories,"Wood, Apparel & Related Products",Manufacturing,2790,No,9.6,No,New,,,,,,,,,,,,,,,,
